miRNA ID,donor1 2D,donor2 2D,donor1 3D,donor2 3D,Fold change,p-value
hsa-miR-4439,0.022731247,0.006284302,0.00726551,0.008804449,0.55,
hsa-miR-4440,0.087427872,0.02178558,0.066807251,0.021547729,0.81,
hsa-miR-4441,0.001748557,0.017596045,0.008860378,0.00695088,0.82,
hsa-miR-4442,0.024479804,0.018852905,0.014708228,0.021316033,0.83,
hsa-miR-4443,0.127644693,0.076668482,0.05741525,0.058387396,0.57,
hsa-miR-4444,0.048959608,0.021366626,0.024454644,0.016682113,0.58,
hsa-miR-4445-3p,0.031474034,0.018852905,0.024454644,0.016682113,0.82,
hsa-miR-4445-5p,0.020982689,0.020947673,0.012050114,0.014133457,0.62,
hsa-miR-4446-3p,0.026228362,0.008379069,0.008505963,0.006255792,0.43,
hsa-miR-4446-5p,0.052456723,0.05697767,0.059187326,0.038693234,0.89,
hsa-miR-4447,0.038468264,0.019271859,0.011518492,0.010658017,0.38,
hsa-miR-4448,0.090924987,0.038962671,0.039162871,0.065801668,0.81,
hsa-miR-4449,0.052456723,0.060748251,0.016303096,0.049351251,0.58,
hsa-miR-4450,0.155621612,0.349407181,0.087008914,0.233549583,0.63,
hsa-miR-4451,0.078685085,0.041895345,0.052630646,0.039620019,0.77,
hsa-miR-4452,0.192341318,0.204030332,0.199712924,0.159175162,0.91,
hsa-miR-4453,0.036719706,0.028907788,0.025340682,0.020620945,0.7,
hsa-miR-4454,0.104913446,0.111022665,0.266520175,0.179564411,2.07,
hsa-miR-4455,0.031474034,0.02178558,0.010100831,0.014596849,0.46,
hsa-miR-4456,0.097919217,0.026813021,0.034732682,0.035681186,0.56,
hsa-miR-4457,0.141633153,0.206544053,0.162676543,0.096617238,0.74,
hsa-miR-4458,0.038468264,0.041895345,0.032074569,0.044949027,0.96,
hsa-miR-4459,2.217170834,3.020235452,2.15112261,1.386700649,0.68,
hsa-miR-4460,0.043713936,0.014244417,0.011872907,0.012048193,0.41,
hsa-miR-4461,0.040216821,0.009216976,0.009392001,0.011353105,0.42,
hsa-miR-4462,0.06119951,0.042733252,0.016657511,0.022937905,0.38,
hsa-miR-4463,0.022731247,0.01214965,0.010809661,0.012974977,0.68,
hsa-miR-4464,0.057702396,0.013406511,0.041820985,0.008804449,0.71,
hsa-miR-4465,0.027976919,0.120239641,0.067693289,0.145041705,1.44,
hsa-miR-4466,0.057702396,0.087561272,0.269532704,0.446478221,4.93,
hsa-miR-4467,0.052456723,0.09342662,0.059896156,0.083642261,0.98,
hsa-miR-4468,0.055953838,0.021366626,0.018252379,0.015060241,0.43,
hsa-miR-4469,0.06119951,0.028069881,0.024454644,0.02502317,0.55,
hsa-miR-4470,0.001748557,0.012987557,0.023036983,0.014133457,2.52,
hsa-miR-4471,0.057702396,0.074154761,0.022328153,0.078313253,0.76,
hsa-miR-4472,0.024479804,0.028069881,0.041820985,0.014828545,1.08,
hsa-miR-4473,0.073439412,0.071222087,0.059896156,0.145968489,1.42,
hsa-miR-4474-3p,0.020982689,0.029745695,0.031011324,0.015755329,0.92,
hsa-miR-4474-5p,0.034971149,0.009216976,0.008683171,0.008804449,0.4,
hsa-miR-4475,0.020982689,0.014663371,0.012227322,0.009962929,0.62,
hsa-miR-4476,0.043713936,0.012987557,0.016125888,0.012048193,0.5,
hsa-miR-4477a,0.027976919,0.009216976,0.00726551,0.006487488,0.37,
hsa-miR-4477b,0.001748557,0.010473836,0.007619925,0.006719184,1.17,
hsa-miR-4478,0.029725476,0.019690812,0.009923624,0.018535681,0.58,
hsa-miR-4479,0.026228362,0.031002556,0.018961209,0.030583874,0.87,
hsa-miR-448,0.026228362,0.036029997,0.041289362,0.035217794,1.23,
hsa-miR-4480,0.024479804,0.029745695,0.022682568,0.023169601,0.85,
hsa-miR-4481,0.036719706,0.031840463,0.071946271,0.021316033,1.36,
hsa-miR-4482-3p,0.031474034,0.038962671,0.021264908,0.051436515,1.03,
hsa-miR-4482-5p,0.038468264,0.037286857,0.018606794,0.024559778,0.57,
hsa-miR-4483,0.034971149,0.089237086,0.110400312,0.050973123,1.3,
hsa-miR-4484,0.370694177,0.050274415,0.016125888,0.034059314,0.12,
hsa-miR-4485-3p,0.064696625,0.062005111,0.030656908,0.029425394,0.47,
hsa-miR-4485-5p,0.029725476,0.038962671,0.016480303,0.031278962,0.7,
hsa-miR-4486,0.027976919,0.029745695,0.010632454,0.020157553,0.53,
hsa-miR-4487,0.050708166,0.067032553,0.016480303,0.046339203,0.53,
hsa-miR-4488,1.173282042,0.102643596,0.155942656,0.676088971,0.65,
hsa-miR-4489,0.020982689,0.029745695,0.022859776,0.021084337,0.87,
hsa-miR-4490,0.024479804,0.007960116,0.015594266,0.007645968,0.72,
hsa-miR-4491,0.426648015,5.034982613,0.714323687,4.803753475,1.01,
hsa-miR-4492,0.033222591,0.0242993,0.060250571,0.02734013,1.52,
hsa-miR-4493,0.146878825,0.193137542,0.124222502,0.177015755,0.89,
hsa-miR-4494,0.022731247,0.015920231,0.008860378,0.008341057,0.45,
hsa-miR-4495,0.117153348,0.074573715,0.022150945,0.036376274,0.31,
hsa-miR-4496,0.089176429,0.037286857,0.051212986,0.026876738,0.62,
hsa-miR-4497,0.040216821,0.020528719,0.015062643,0.021316033,0.6,
hsa-miR-4498,0.321734569,1.791026017,0.665768815,1.951575533,1.24,
hsa-miR-4499,0.034971149,0.019271859,0.009746416,0.012279889,0.41,
hsa-miR-449a,0.040216821,0.019271859,0.015948681,0.012048193,0.47,
hsa-miR-449b-3p,0.052456723,0.025137207,0.017011926,0.015755329,0.42,
hsa-miR-449b-5p,0.029725476,0.031421509,0.017543549,0.018303985,0.59,
hsa-miR-449c-3p,0.001748557,0.016339185,0.011164076,0.012511585,1.31,
hsa-miR-449c-5p,0.055953838,0.020109766,0.016480303,0.014596849,0.41,
hsa-miR-4500,0.022731247,0.009216976,0.027112757,0.013438369,1.27,
hsa-miR-4501,0.166112957,0.041476392,0.042707023,0.02386469,0.32,
hsa-miR-4502,0.052456723,0.034773137,0.038985664,0.022011121,0.7,
hsa-miR-4503,0.033222591,0.019271859,0.027998795,0.014596849,0.81,
hsa-miR-4504,0.031474034,0.017596045,0.022328153,0.010889713,0.68,
hsa-miR-4505,0.080433642,0.056139763,0.030302493,0.050741427,0.59,
hsa-miR-4506,0.041965379,0.019271859,0.012050114,0.013901761,0.42,
hsa-miR-4507,0.019234132,0.016758138,0.009214793,0.014365153,0.66,
hsa-miR-4508,0.001748557,0.014663371,0.035795928,0.043558851,4.84,
hsa-miR-4509,0.020982689,0.028069881,0.012936152,0.013901761,0.55,
hsa-miR-450a-1-3p,0.048959608,0.015501278,0.01523985,0.013901761,0.45,
hsa-miR-450a-2-3p,0.043713936,0.009216976,0.012581737,0.004865616,0.33,
hsa-miR-450a-5p,0.047211051,0.033097323,0.02764438,0.041705283,0.86,
hsa-miR-450b-3p,0.050708166,0.034354183,0.01967004,0.024328082,0.52,
hsa-miR-450b-5p,0.141633153,0.076668482,0.075667629,0.065338276,0.65,
hsa-miR-4510,0.274523518,0.083790691,0.253938438,0.192075996,1.24,
hsa-miR-4511,0.029725476,0.022204533,0.032960607,0.021547729,1.05,
hsa-miR-4512,0.087427872,0.059072437,0.041289362,0.060009268,0.69,
hsa-miR-4513,0.034971149,0.035611044,0.013290567,0.025718258,0.55,
hsa-miR-4514,0.101416332,0.209895681,0.075844837,0.179332715,0.82,
hsa-miR-4515,0.108410561,0.157107545,0.165511864,0.15407785,1.2,
hsa-miR-4516,0.28676342,0.052369182,0.070351403,0.06858202,0.41,
hsa-miR-4517,0.064696625,0.038962671,0.032783399,0.024096386,0.55,
hsa-miR-4518,0.029725476,0.031002556,0.019138417,0.018999073,0.63,
hsa-miR-4519,0.041965379,0.012987557,0.021264908,0.015523633,0.67,
hsa-miR-451a,2.197936702,3.023587079,0.654073116,1.332715477,0.38,
hsa-miR-451b,0.038468264,0.018014999,0.088958197,0.010194625,1.76,
hsa-miR-452-3p,0.001748557,0.013825464,0.016125888,0.013206673,1.88,
hsa-miR-452-5p,0.085679315,0.074573715,0.236394889,0.168443003,2.53,
hsa-miR-4520-2-3p,0.001748557,0.000418953,0.005139019,0.000231696,2.48,
hsa-miR-4520-3p,0.454624934,1.282835477,1.098332477,1.351946247,1.41,
hsa-miR-4520-5p,0.001748557,0.013406511,0.005670642,0.003938832,0.63,
hsa-miR-4521,0.001748557,0.02304244,0.015062643,0.022011121,1.5,
hsa-miR-4522,0.020982689,0.019690812,0.009214793,0.010426321,0.48,
hsa-miR-4523,0.029725476,0.015082324,0.007442718,0.008804449,0.36,
hsa-miR-4524a-3p,0.06119951,0.088818132,0.136804239,0.104494903,1.61,
hsa-miR-4524a-5p,0.069942298,0.13699778,0.074427177,0.148748842,1.08,
hsa-miR-4524b-3p,0.001748557,0.020947673,0.056883628,0.013901761,3.12,
hsa-miR-4524b-5p,0.001748557,0.004608488,0.007442718,0.000231696,1.21,
hsa-miR-4525,0.024479804,0.011311743,0.010809661,0.007645968,0.52,
hsa-miR-4526,0.024479804,0.011311743,0.011164076,0.008572753,0.55,
hsa-miR-4527,0.062948068,0.031002556,0.012404529,0.015523633,0.3,
hsa-miR-4528,0.001748557,0.014244417,0.020024455,0.006255792,1.64,
hsa-miR-4529-3p,0.059450953,0.050274415,0.052807854,0.022937905,0.69,
hsa-miR-4529-5p,0.031474034,0.023880347,0.026226719,0.020852641,0.85,
hsa-miR-4530,0.057702396,0.031840463,0.01453102,0.019694161,0.38,
hsa-miR-4531,0.034971149,0.021366626,0.018252379,0.020620945,0.69,
hsa-miR-4532,6.480153873,24.61561021,5.233648172,10.56672845,0.51,
hsa-miR-4533,0.057702396,0.045246973,0.042707023,0.035912882,0.76,
hsa-miR-4534,0.031474034,0.025556161,0.028884833,0.03081557,1.05,
hsa-miR-4535,0.062948068,0.02304244,0.024809059,0.016450417,0.48,
hsa-miR-4536-3p,0.001748557,0.0242993,0.028530418,0.015060241,1.67,
hsa-miR-4536-5p,0.031474034,0.000418953,0.002835321,0.003243744,0.19,
hsa-miR-4537,0.139884595,0.188529054,0.05741525,0.137627433,0.59,
hsa-miR-4538,0.052456723,0.026394068,0.019138417,0.014365153,0.42,
hsa-miR-4539,0.033222591,0.016758138,0.015948681,0.014596849,0.61,
hsa-miR-454-3p,0.153873055,0.154174871,0.186245149,0.140871177,1.06,
hsa-miR-454-5p,0.019234132,0.022204533,0.027289965,0.019230769,1.12,
hsa-miR-4540,0.059450953,0.093007667,0.019138417,0.069972196,0.58,
hsa-miR-455-3p,0.024479804,0.016758138,0.025340682,0.02502317,1.22,
hsa-miR-455-5p,0.117153348,0.093845574,0.082047102,0.096385542,0.85,
hsa-miR-4632-3p,0.064696625,0.030583602,0.018784002,0.023401297,0.44,
hsa-miR-4632-5p,0.089176429,0.049855461,0.022150945,0.043558851,0.47,
hsa-miR-4633-3p,0.048959608,0.014663371,0.012758945,0.009036145,0.34,
hsa-miR-4633-5p,0.034971149,0.01089279,0.026581134,0.009499537,0.79,
hsa-miR-4634,0.201084106,0.13825464,0.041820985,0.09939759,0.42,
hsa-miR-4635,0.13638748,0.132389292,0.08505963,0.102409639,0.7,
hsa-miR-4636,0.13638748,0.377896016,0.380287431,0.449258573,1.61,
hsa-miR-4637,0.019234132,0.014244417,0.015594266,0.016682113,0.96,
hsa-miR-4638-3p,0.087427872,0.04608488,0.026226719,0.029425394,0.42,
hsa-miR-4638-5p,0.057702396,0.028488835,0.024277436,0.025254866,0.57,
hsa-miR-4639-3p,0.026228362,0.029745695,0.022328153,0.027803522,0.9,
hsa-miR-4639-5p,0.001748557,0.011311743,0.018784002,0.008109361,2.06,
hsa-miR-4640-3p,0.194089876,0.705098664,0.080097819,0.411260426,0.55,
hsa-miR-4640-5p,0.033222591,0.023880347,0.042352608,0.013438369,0.98,
hsa-miR-4641,0.027976919,0.028488835,0.016657511,0.020620945,0.66,
hsa-miR-4642,0.038468264,0.020109766,0.017543549,0.016682113,0.58,
hsa-miR-4643,0.001748557,0.012987557,0.029416455,0.012743281,2.86,
hsa-miR-4644,0.034971149,0.018852905,0.013999397,0.016913809,0.57,
hsa-miR-4645-3p,0.001748557,0.008798023,0.027467172,0.007877665,3.35,
hsa-miR-4645-5p,0.054205281,0.041476392,0.044479098,0.036376274,0.85,
hsa-miR-4646-3p,0.057702396,0.034354183,0.043593061,0.024791474,0.74,
hsa-miR-4646-5p,0.071690855,0.049017554,0.037036381,0.041473587,0.65,
hsa-miR-4647,0.024479804,0.045246973,0.030479701,0.031278962,0.89,
hsa-miR-4648,0.033222591,0.019271859,0.029239248,0.009962929,0.75,
hsa-miR-4649-3p,0.001748557,0.006703255,0.004607397,0.005560704,1.2,
hsa-miR-4649-5p,0.036719706,0.034354183,0.016480303,0.027803522,0.62,
hsa-miR-4650-3p,0.017485574,0.014244417,0.013999397,0.012048193,0.82,
hsa-miR-4650-5p,0.090924987,0.036448951,0.013290567,0.020157553,0.26,
hsa-miR-4651,0.038468264,0.058653484,0.059364534,0.083178869,1.47,
hsa-miR-4652-3p,0.442385032,1.90540031,0.412362,0.552131603,0.41,
hsa-miR-4652-5p,0.062948068,0.042733252,0.260495118,0.033827618,2.79,
hsa-miR-4653-3p,0.069942298,0.040638485,0.025872304,0.020620945,0.42,
hsa-miR-4653-5p,0.017485574,0.01214965,0.013467775,0.005560704,0.64,
hsa-miR-4654,0.108410561,0.09342662,0.037390796,0.06510658,0.51,
hsa-miR-4655-3p,0.202832663,0.068708367,0.053871099,0.092678406,0.54,
hsa-miR-4655-5p,0.517573002,0.424399849,0.236749304,0.235634847,0.5,
hsa-miR-4656,0.001748557,0.013406511,0.005139019,0.007182576,0.81,
hsa-miR-4657,0.040216821,0.029326742,0.026403927,0.02502317,0.74,
hsa-miR-4658,0.034971149,0.016339185,0.026581134,0.019925857,0.91,
hsa-miR-4659a-3p,0.034971149,0.01214965,0.037922419,0.009499537,1.01,
hsa-miR-4659a-5p,0.019234132,0.004189535,0.006025057,0.004865616,0.46,
hsa-miR-4659b-3p,0.033222591,0.007541162,0.010455246,0.007182576,0.43,
hsa-miR-4659b-5p,0.064696625,0.015082324,0.012758945,0.009962929,0.28,
hsa-miR-466,0.535058577,2.706439315,0.592404884,0.962696942,0.48,
hsa-miR-4660,0.06819374,0.025137207,0.049263703,0.02734013,0.82,
hsa-miR-4661-5p,0.087427872,0.031840463,0.052453439,0.027803522,0.67,
hsa-miR-4662a-3p,0.020982689,0.014244417,0.013644982,0.018072289,0.9,
hsa-miR-4662a-5p,0.029725476,0.029745695,0.027467172,0.021779425,0.83,
hsa-miR-4663,0.031474034,0.023880347,0.022682568,0.026876738,0.9,
hsa-miR-4664-3p,0.089176429,0.113536386,0.054757137,0.081788693,0.67,
hsa-miR-4664-5p,0.055953838,0.052369182,0.027112757,0.046339203,0.68,
hsa-miR-4665-3p,0.033222591,0.040219532,0.017543549,0.034059314,0.7,
hsa-miR-4665-5p,0.080433642,0.041476392,0.011341284,0.026876738,0.31,
hsa-miR-4666a-3p,0.033222591,0.007541162,0.007088303,0.005097312,0.3,
hsa-miR-4666a-5p,0.001748557,0.000418953,0.003189736,0.003707136,3.18,
hsa-miR-4666b,0.040216821,0.02178558,0.029948078,0.014365153,0.71,
hsa-miR-4667-3p,0.038468264,0.014244417,0.00584785,0.012511585,0.35,
hsa-miR-4667-5p,0.078685085,0.02178558,0.023036983,0.014596849,0.37,
hsa-miR-4668-3p,0.050708166,0.058653484,0.045365136,0.029193698,0.68,
hsa-miR-4668-5p,0.050708166,0.085047551,0.038808456,0.070667285,0.81,
hsa-miR-4669,0.045462493,0.036448951,0.021442115,0.02502317,0.57,
hsa-miR-4670-3p,0.043713936,0.016339185,0.010632454,0.010658017,0.35,
hsa-miR-4670-5p,0.041965379,0.014663371,0.010809661,0.009731233,0.36,
hsa-miR-4671-3p,0.047211051,0.013406511,0.01382219,0.008341057,0.37,
hsa-miR-4671-5p,0.050708166,0.015920231,0.025340682,0.021779425,0.71,
hsa-miR-4672,0.047211051,0.029326742,0.046073966,0.024328082,0.92,
hsa-miR-4673,0.066445183,0.03393523,0.030125286,0.031510658,0.61,
hsa-miR-4674,0.031474034,0.018014999,0.022505361,0.025718258,0.97,
hsa-miR-4675,0.001748557,0.034773137,0.038099626,0.019925857,1.59,
hsa-miR-4676-3p,0.139884595,1.734048347,0.602328507,1.887164041,1.33,
hsa-miR-4676-5p,0.0821822,0.099710922,0.040934947,0.045644115,0.48,
hsa-miR-4677-3p,0.038468264,0.018014999,0.032606192,0.025718258,1.03,
hsa-miR-4677-5p,0.031474034,0.034354183,0.030479701,0.036144578,1.01,
hsa-miR-4678,0.085679315,0.086723365,0.247913381,0.060009268,1.79,
hsa-miR-4679,0.001748557,0.013406511,0.021619323,0.010889713,2.15,
hsa-miR-4680-3p,0.059450953,0.043990113,0.095514877,0.037303058,1.28,
hsa-miR-4680-5p,0.040216821,0.028488835,0.034023852,0.017145505,0.74,
hsa-miR-4681,0.097919217,0.179731032,0.201307792,0.114226135,1.14,
hsa-miR-4682,0.024479804,0.034773137,0.016657511,0.032900834,0.84,
hsa-miR-4683,0.050708166,0.035611044,0.02764438,0.029193698,0.66,
hsa-miR-4684-3p,0.055953838,0.045665927,0.032074569,0.02965709,0.61,
hsa-miR-4684-5p,0.412659556,0.020947673,0.065566798,0.017840593,0.19,
hsa-miR-4685-3p,1.164539255,2.618459089,0.842267548,0.481696015,0.35,
hsa-miR-4685-5p,0.090924987,0.051950228,0.051567401,0.053753475,0.74,
hsa-miR-4686,0.195838433,0.046503833,0.036504758,0.026413346,0.26,
hsa-miR-4687-3p,0.064696625,0.0242993,0.013467775,0.013438369,0.3,
hsa-miR-4687-5p,0.085679315,0.050693368,0.024986266,0.048424467,0.54,
hsa-miR-4688,0.024479804,0.025137207,0.034023852,0.043327155,1.56,
hsa-miR-4689,0.029725476,0.018852905,0.048554872,0.009036145,1.19,
hsa-miR-4690-3p,0.001748557,0.008379069,0.004784604,0.0057924,1.04,
hsa-miR-4690-5p,0.048959608,0.016339185,0.018606794,0.014365153,0.5,
hsa-miR-4691-3p,0.101416332,0.062843018,0.054048307,0.039388323,0.57,
hsa-miR-4691-5p,0.090924987,0.114793246,0.058478496,0.087349398,0.71,
hsa-miR-4692,0.033222591,0.009635929,0.015771473,0.00347544,0.45,
hsa-miR-4693-3p,0.206329778,0.155012778,0.114476086,0.133225209,0.69,
hsa-miR-4693-5p,0.069942298,0.014244417,0.018606794,0.00695088,0.3,
hsa-miR-4694-3p,0.020982689,0.006284302,0.009923624,0.009036145,0.7,
hsa-miR-4694-5p,0.027976919,0.008379069,0.010986869,0.012743281,0.65,
hsa-miR-4695-3p,0.089176429,0.09216976,0.02835321,0.053290083,0.45,
hsa-miR-4695-5p,0.083930757,0.048179647,0.035264305,0.038229842,0.56,
hsa-miR-4696,0.017485574,0.011730697,0.009214793,0.012279889,0.74,
hsa-miR-4697-3p,0.026228362,0.031002556,0.012227322,0.016450417,0.5,
hsa-miR-4697-5p,0.040216821,0.061586158,0.016303096,0.02849861,0.44,
hsa-miR-4698,0.029725476,0.026813021,0.044833513,0.021084337,1.17,
hsa-miR-4699-3p,0.610246547,2.211655285,1.120483422,2.644578313,1.33,
hsa-miR-4699-5p,0.001748557,0.005446395,0.011341284,0.005097312,2.28,
hsa-miR-4700-3p,0.06119951,0.020528719,0.011164076,0.014133457,0.31,
hsa-miR-4700-5p,0.043713936,0.030583602,0.027821587,0.02502317,0.71,
hsa-miR-4701-3p,0.017485574,0.023880347,0.011518492,0.011353105,0.55,
hsa-miR-4701-5p,0.041965379,0.025975114,0.020910492,0.020852641,0.61,
hsa-miR-4703-3p,0.043713936,0.008379069,0.009569208,0.009267841,0.36,
hsa-miR-4703-5p,0.031474034,0.005027441,0.011341284,0.00695088,0.5,
hsa-miR-4704-3p,0.045462493,0.005446395,0.00655668,0.00463392,0.22,
hsa-miR-4704-5p,0.029725476,0.006703255,0.006202265,0.004170528,0.28,
hsa-miR-4705,0.036719706,0.007122209,0.010100831,0.008109361,0.42,
hsa-miR-4706,0.178352859,0.19523231,0.155588241,0.15407785,0.83,
hsa-miR-4707-3p,0.106662004,0.065356739,0.028176003,0.043790547,0.42,
hsa-miR-4707-5p,0.302500437,0.085466505,0.076199252,0.083410565,0.41,
hsa-miR-4708-3p,0.043713936,0.1152122,0.053162269,0.077154773,0.82,
hsa-miR-4709-3p,0.022731247,0.037705811,0.013999397,0.045644115,0.99,
hsa-miR-4709-5p,0.052456723,0.018852905,0.026403927,0.017840593,0.62,
hsa-miR-4710,0.040216821,0.052369182,0.061136609,0.041936979,1.11,
hsa-miR-4711-3p,0.040216821,0.054463949,0.015948681,0.034522706,0.53,
hsa-miR-4711-5p,0.034971149,0.077506389,0.02764438,0.048887859,0.68,
hsa-miR-4712-3p,0.001748557,0.005865348,0.003898566,0.003707136,1,
hsa-miR-4712-5p,0.027976919,0.036448951,0.014885435,0.02734013,0.66,
hsa-miR-4713-3p,0.047211051,0.03393523,0.016657511,0.023401297,0.49,
hsa-miR-4713-5p,0.059450953,0.031840463,0.052453439,0.012974977,0.72,
hsa-miR-4714-3p,0.024479804,0.023880347,0.416614981,0.309777572,15.02,
hsa-miR-4714-5p,0.029725476,0.015501278,0.018784002,0.012511585,0.69,
hsa-miR-4715-3p,0.019234132,0.006703255,0.011341284,0.003938832,0.59,
hsa-miR-4715-5p,0.026228362,0.009216976,0.007442718,0.004170528,0.33,
hsa-miR-4716-3p,0.031474034,0.011311743,0.011341284,0.007414272,0.44,
hsa-miR-4716-5p,0.048959608,0.025137207,0.012936152,0.023401297,0.49,
hsa-miR-4717-3p,0.001748557,0.004189535,0.002303698,0.005560704,1.32,
hsa-miR-4717-5p,0.055953838,0.1395115,0.035441513,0.136237257,0.88,
hsa-miR-4718,0.106662004,0.04608488,0.045542344,0.034522706,0.52,
hsa-miR-4719,0.047211051,0.014244417,0.011518492,0.011584801,0.38,
hsa-miR-4720-3p,0.031474034,0.025556161,0.049972533,0.019230769,1.21,
hsa-miR-4720-5p,0.020982689,0.019271859,0.072477893,0.021316033,2.33,
hsa-miR-4721,0.080433642,0.046503833,0.05014974,0.031047266,0.64,
hsa-miR-4722-3p,0.001748557,0.018014999,0.013644982,0.011353105,1.26,
hsa-miR-4722-5p,0.033222591,0.010473836,0.016657511,0.009267841,0.59,
hsa-miR-4723-3p,0.040216821,0.026813021,0.009037586,0.014596849,0.35,
hsa-miR-4723-5p,0.050708166,0.020109766,0.030656908,0.033595922,0.91,
hsa-miR-4724-3p,0.048959608,0.040638485,0.084528008,0.034986098,1.33,
hsa-miR-4724-5p,0.052456723,0.03519209,0.037568003,0.023169601,0.69,
hsa-miR-4725-3p,0.132890365,0.24257405,0.072477893,0.070435589,0.38,
hsa-miR-4725-5p,0.057702396,0.068289413,0.041289362,0.096848934,1.1,
hsa-miR-4726-3p,0.043713936,0.048179647,0.059010119,0.058850788,1.28,
hsa-miR-4726-5p,0.050708166,0.03519209,0.018429587,0.020620945,0.45,
hsa-miR-4727-3p,0.031474034,0.087561272,0.119437898,0.151529194,2.28,
hsa-miR-4727-5p,0.043713936,0.013406511,0.638301643,0.011353105,11.37,
hsa-miR-4728-3p,0.07518797,0.078344296,0.040226117,0.040546803,0.53,
hsa-miR-4728-5p,0.041965379,0.025556161,0.006379472,0.016450417,0.34,
hsa-miR-4729,0.069942298,0.053207089,0.053516684,0.042400371,0.78,
hsa-miR-4730,0.083930757,0.033097323,0.01523985,0.022474513,0.32,
hsa-miR-4731-3p,0.038468264,0.01214965,0.008683171,0.008572753,0.34,
hsa-miR-4731-5p,0.031474034,0.037286857,0.00726551,0.018072289,0.37,
hsa-miR-4732-3p,0.064696625,0.787632494,0.105084085,0.730537535,0.98,
hsa-miR-4732-5p,0.050708166,0.074154761,0.046251174,0.066033364,0.9,
hsa-miR-4733-3p,0.036719706,0.016339185,0.026049512,0.012511585,0.73,
hsa-miR-4733-5p,0.06819374,0.031421509,0.05741525,0.025254866,0.83,
hsa-miR-4734,0.059450953,0.039381625,0.029416455,0.020852641,0.51,
hsa-miR-4735-3p,0.020982689,0.015082324,0.019315624,0.012511585,0.88,
hsa-miR-4735-5p,0.108410561,0.139930454,0.084705215,0.068118628,0.62,
hsa-miR-4736,0.022731247,0.013825464,0.007442718,0.011816497,0.53,
hsa-miR-4737,0.054205281,0.028907788,0.011341284,0.014596849,0.31,
hsa-miR-4738-3p,0.06819374,0.034354183,0.027289965,0.024559778,0.51,
hsa-miR-4738-5p,0.054205281,0.03393523,0.034378267,0.018767377,0.6,
hsa-miR-4739,0.090924987,0.077506389,0.020733285,0.050509731,0.42,
hsa-miR-4740-3p,0.041965379,0.12736185,0.1265262,0.175625579,1.78,
hsa-miR-4740-5p,0.048959608,0.02178558,0.016657511,0.018535681,0.5,
hsa-miR-4741,0.036719706,0.025556161,0.013999397,0.020852641,0.56,
hsa-miR-4742-3p,0.034971149,0.018433952,0.012050114,0.012048193,0.45,
hsa-miR-4742-5p,0.001748557,0.008379069,0.012050114,0.009962929,2.17,
hsa-miR-4743-3p,0.043713936,0.019271859,0.016657511,0.009731233,0.42,
hsa-miR-4743-5p,0.643469138,1.036490846,1.157874218,1.008109361,1.29,
hsa-miR-4744,0.040216821,0.01089279,0.009392001,0.007182576,0.32,
hsa-miR-4745-3p,0.089176429,0.189366961,0.045365136,0.13021316,0.63,
hsa-miR-4745-5p,0.033222591,0.030164649,0.017543549,0.009962929,0.43,
hsa-miR-4746-3p,0.043713936,0.046503833,0.023923021,0.02734013,0.57,
hsa-miR-4746-5p,0.06119951,0.030164649,0.036504758,0.027108434,0.7,
hsa-miR-4747-3p,0.080433642,0.060329297,0.039340079,0.064179796,0.74,
hsa-miR-4747-5p,0.001748557,0.008379069,0.009923624,0.006719184,1.64,
hsa-miR-4748,0.064696625,0.091331853,0.087717744,0.111214087,1.27,
hsa-miR-4749-3p,0.020982689,0.007541162,0.003898566,0.005329008,0.32,
hsa-miR-4749-5p,0.059450953,0.043152206,0.023214191,0.044022243,0.66,
hsa-miR-4750-3p,0.029725476,0.061167204,0.009923624,0.028035218,0.42,
hsa-miR-4750-5p,0.117153348,0.08253383,0.039340079,0.070898981,0.55,
hsa-miR-4751,0.057702396,0.062843018,0.022859776,0.041705283,0.54,
hsa-miR-4752,0.050708166,0.021366626,0.02693555,0.012279889,0.54,
hsa-miR-4753-3p,0.031474034,0.019271859,0.022328153,0.011816497,0.67,
hsa-miR-4753-5p,0.047211051,0.018014999,0.015948681,0.012974977,0.44,
hsa-miR-4754,0.110159119,0.074992668,0.088249366,0.054911956,0.77,
hsa-miR-4755-3p,0.031474034,0.010473836,0.011872907,0.014596849,0.63,
hsa-miR-4755-5p,0.041965379,0.025556161,0.022505361,0.021779425,0.66,
hsa-miR-4756-3p,0.001748557,0.011730697,0.015417058,0.009499537,1.85,
hsa-miR-4756-5p,0.029725476,0.015082324,0.009037586,0.008572753,0.39,
hsa-miR-4757-3p,0.029725476,0.017596045,0.00797434,0.015291937,0.49,
hsa-miR-4757-5p,0.001748557,0.013825464,0.011164076,0.009499537,1.33,
hsa-miR-4758-3p,0.045462493,0.05697767,0.040403324,0.078081557,1.16,
hsa-miR-4758-5p,0.054205281,0.03519209,0.019492832,0.018303985,0.42,
hsa-miR-4759,0.055953838,0.050274415,0.097286952,0.031510658,1.21,
hsa-miR-4760-3p,0.026228362,0.014244417,0.012936152,0.007414272,0.5,
hsa-miR-4760-5p,0.036719706,0.050274415,0.055820382,0.049351251,1.21,
hsa-miR-4761-3p,0.045462493,0.166324521,0.162322128,0.451343837,2.9,
hsa-miR-4761-5p,0.036719706,0.017177092,0.019138417,0.013206673,0.6,
